วันที่ประเมิน,วันที่ประเมิน_adjust
2564-08-26 00:00:00,2021-08-26
2564-08-31 00:00:00,2021-08-31
2564-09-16 00:00:00,2021-09-16
2564-09-29 00:00:00,2021-09-29
2564-09-13 00:00:00,2021-09-13
2564-10-28 00:00:00,2021-10-28
2564-10-19 00:00:00,2021-10-19
2564-10-21 00:00:00,2021-10-21
2564-10-20 00:00:00,2021-10-20
2564-11-16 00:00:00,2021-11-16
2564-12-14 00:00:00,2021-12-14
2564-12-14 00:00:00,2021-12-14
2564-11-15 00:00:00,2021-11-15
2564-11-18 00:00:00,2021-11-18
2564-12-14 00:00:00,2021-12-14
2564-11-15 00:00:00,2021-11-15
2564-11-17 00:00:00,2021-11-17
2564-11-26 00:00:00,2021-11-26
2564-11-26 00:00:00,2021-11-26
2564-11-26 00:00:00,2021-11-26
2565-01-17 00:00:00,2022-01-17
2565-01-20 00:00:00,2022-01-20
2565-01-26 00:00:00,2022-01-26
2565-01-30 00:00:00,2022-01-30
2565-01-17 00:00:00,2022-01-17
2565-01-24 00:00:00,2022-01-24
2565-01-28 00:00:00,2022-01-28
2565-02-28 00:00:00,2022-02-28
2565-03-19 00:00:00,2022-03-19
2565-03-18 00:00:00,2022-03-18
2565-03-15 00:00:00,2022-03-15
2565-03-23 00:00:00,2022-03-23
2565-04-22 00:00:00,2022-04-22
2565-04-20 00:00:00,2022-04-20
2565-04-21 00:00:00,2022-04-21
2565-04-25 00:00:00,2022-04-25
2565-04-27 00:00:00,2022-04-27
2565-04-25 00:00:00,2022-04-25
2565-03-16 00:00:00,2022-03-16
2565-05-13 00:00:00,2022-05-13
2565-05-13 00:00:00,2022-05-13
2565-04-22 00:00:00,2022-04-22
2565-05-19 00:00:00,2022-05-19
2565-05-24 00:00:00,2022-05-24
2565-05-23 00:00:00,2022-05-23
2565-05-25 00:00:00,2022-05-25
2565-05-18 00:00:00,2022-05-18
2565-05-24 00:00:00,2022-05-24
2565-05-19 00:00:00,2022-05-19
2565-05-18 00:00:00,2022-05-18
2565-05-20 00:00:00,2022-05-20
2565-05-25 00:00:00,2022-05-25
2565-06-13 00:00:00,2022-06-13
2565-06-14 00:00:00,2022-06-14
2565-05-23 00:00:00,2022-05-23
2565-06-13 00:00:00,2022-06-13
2565-06-16 00:00:00,2022-06-16
2565-08-15 00:00:00,2022-08-15
2565-08-15 00:00:00,2022-08-15
2565-08-25 00:00:00,2022-08-25
2565-08-24 00:00:00,2022-08-24
2565-08-15 00:00:00,2022-08-15
2565-08-18 00:00:00,2022-08-18
2565-08-31 00:00:00,2022-08-31
2565-08-25 00:00:00,2022-08-25
2565-08-30 00:00:00,2022-08-30
2565-08-30 00:00:00,2022-08-30
2565-08-30 00:00:00,2022-08-30
2565-09-14 00:00:00,2022-09-14
2565-08-22 00:00:00,2022-08-22
2565-11-28 00:00:00,2022-11-28
2565-11-28 00:00:00,2022-11-28
2565-11-25 00:00:00,2022-11-25
2565-12-30 00:00:00,2022-12-30
2565-12-30 00:00:00,2022-12-30
2565-02-12 00:00:00,2022-02-12
2565-01-10 00:00:00,2022-01-10
2565-02-07 00:00:00,2022-02-07
2565-05-01 00:00:00,2022-05-01
2565-06-01 00:00:00,2022-06-01
2565-06-01 00:00:00,2022-06-01
2565-05-01 00:00:00,2022-05-01
2565-05-01 00:00:00,2022-05-01
2565-11-01 00:00:00,2022-11-01
2565-10-01 00:00:00,2022-10-01
2565-10-01 00:00:00,2022-10-01
21/1/2565,2022-01-21
20/1/2565,2022-01-20
2565-12-01 00:00:00,2022-12-01
13/1/2565,2022-01-13
20/1/2565,2022-01-20
2565-09-02 00:00:00,2022-09-02
27/1/2565,2022-01-27
26/1/2565,2022-01-26
2565-02-08 00:00:00,2022-02-08
28/1/2565,2022-01-28
2565-11-01 00:00:00,2022-11-01
2565-02-02 00:00:00,2022-02-02
2565-09-02 00:00:00,2022-09-02
2565-02-04 00:00:00,2022-02-04
14/2/2565,2022-02-14
2565-02-02 00:00:00,2022-02-02
2565-02-07 00:00:00,2022-02-07
2565-09-02 00:00:00,2022-09-02
18/2/2565,2022-02-18
15/2/2565,2022-02-15
18/2/2565,2022-02-18
22/2/2565,2022-02-22
18/2/2565,2022-02-18
24/2/2565,2022-02-24
22/2/2565,2022-02-22
22/2/2565,2022-02-22
28/2/2565,2022-02-28
2565-01-03 00:00:00,2022-01-03
2565-09-02 00:00:00,2022-09-02
22/2/2565,2022-02-22
24/2/2565,2022-02-24
22/2/2565,2022-02-22
2565-12-01 00:00:00,2022-12-01
2565-08-02 00:00:00,2022-08-02
28/2/2565,2022-02-28
16/3/2565,2022-03-16
16/3/2565,2022-03-16
31/1/2565,2022-01-31
2565-11-03 00:00:00,2022-11-03
2565-03-09 00:00:00,2022-03-09
17/3/2565,2022-03-17
14/3/2565,2022-03-14
2565-11-03 00:00:00,2022-11-03
18/3/2565,2022-03-18
14/3/2565,2022-03-14
2565-03-09 00:00:00,2022-03-09
17/3/2565,2022-03-17
22/3/2565,2022-03-22
25/3/2565,2022-03-25
23/3/2565,2022-03-23
2565-07-03 00:00:00,2022-07-03
30/3/2565,2022-03-30
28/3/2565,2022-03-28
18/4/2565,2022-04-18
21/4/2565,2022-04-21
2565-04-04 00:00:00,2022-04-04
29/4/2565,2022-04-29
30/3/2565,2022-03-30
17/3/2565,2022-03-17
2565-12-04 00:00:00,2022-12-04
20/4/2565,2022-04-20
18/4/2565,2022-04-18
22/4/2565,2022-04-22
25/4/2565,2022-04-25
20/4/2565,2022-04-20
27/4/2565,2022-04-27
27/4/2565,2022-04-27
20/4/2565,2022-04-20
2565-05-09 00:00:00,2022-05-09
2565-05-12 00:00:00,2022-05-12
2565-06-05 00:00:00,2022-06-05
2565-11-05 00:00:00,2022-11-05
17/5/2565,2022-05-17
18/3/2565,2022-03-18
2565-11-05 00:00:00,2022-11-05
2565-11-05 00:00:00,2022-11-05
27/4/2565,2022-04-27
2565-11-05 00:00:00,2022-11-05
18/5/2565,2022-05-18
18/5/2565,2022-05-18
2565-10-05 00:00:00,2022-10-05
19/5/2565,2022-05-19
13/5/2565,2022-05-13
2565-10-05 00:00:00,2022-10-05
27/4/2565,2022-04-27
23/5/2565,2022-05-23
13/5/2565,2022-05-13
27/5/2565,2022-05-27
2565-05-05 00:00:00,2022-05-05
31/5/2565,2022-05-31
2565-01-06 00:00:00,2022-01-06
2565-08-06 00:00:00,2022-08-06
30/5/2565,2022-05-30
2565-08-06 00:00:00,2022-08-06
2565-07-06 00:00:00,2022-07-06
2565-09-06 00:00:00,2022-09-06
16/6/2565,2022-06-16
13/6/2565,2022-06-13
30/5/2565,2022-05-30
29/4/2565,2022-04-29
2565-08-06 00:00:00,2022-08-06
13/6/2565,2022-06-13
30/5/2565,2022-05-30
13/6/2565,2022-06-13
20/6/2565,2022-06-20
2565-06-06 00:00:00,2022-06-06
13/6/2565,2022-06-13
2565-10-06 00:00:00,2022-10-06
2565-07-06 00:00:00,2022-07-06
2565-02-06 00:00:00,2022-02-06
2565-02-06 00:00:00,2022-02-06
13/6/2565,2022-06-13
27/6/2565,2022-06-27
2565-09-06 00:00:00,2022-09-06
13/6/2565,2022-06-13
23/6/2565,2022-06-23
22/6/2565,2022-06-22
17/6/2565,2022-06-17
17/6/2565,2022-06-17
21/6/2565,2022-06-21
24/6/2565,2022-06-24
30/6/2565,2022-06-30
30/6/2565,2022-06-30
13/6/2565,2022-06-13
2565-07-08 00:00:00,2022-07-08
2565-06-30 00:00:00,2022-06-30
2565-07-05 00:00:00,2022-07-05
2565-06-06 00:00:00,2022-06-06
2565-07-19 00:00:00,2022-07-19
2565-07-04 00:00:00,2022-07-04
2565-07-11 00:00:00,2022-07-11
2565-07-08 00:00:00,2022-07-08
2565-07-12 00:00:00,2022-07-12
2565-06-28 00:00:00,2022-06-28
2565-07-05 00:00:00,2022-07-05
2565-07-15 00:00:00,2022-07-15
2565-06-27 00:00:00,2022-06-27
2565-07-14 00:00:00,2022-07-14
2565-07-08 00:00:00,2022-07-08
2565-06-30 00:00:00,2022-06-30
2565-08-02 00:00:00,2022-08-02
2565-06-30 00:00:00,2022-06-30
2565-08-01 00:00:00,2022-08-01
2565-06-13 00:00:00,2022-06-13
2565-07-04 00:00:00,2022-07-04
2565-07-04 00:00:00,2022-07-04
26/7/2565,2022-07-26
25/7/2565,2022-07-25
22/7/2565,2022-07-22
22/7/2565,2022-07-22
18/7/2565,2022-07-18
2565-03-08 00:00:00,2022-03-08
27/7/2565,2022-07-27
2565-02-08 00:00:00,2022-02-08
2565-01-08 00:00:00,2022-01-08
26/7/2565,2022-07-26
21/7/2565,2022-07-21
2565-03-08 00:00:00,2022-03-08
15/8/2565,2022-08-15
16/8/2565,2022-08-16
2565-08-08 00:00:00,2022-08-08
2565-03-08 00:00:00,2022-03-08
2565-09-08 00:00:00,2022-09-08
2565-05-08 00:00:00,2022-05-08
16/8/2565,2022-08-16
2565-10-08 00:00:00,2022-10-08
2565-01-08 00:00:00,2022-01-08
2565-03-08 00:00:00,2022-03-08
2565-11-08 00:00:00,2022-11-08
16/8/2565,2022-08-16
19/8/2565,2022-08-19
2565-08-08 00:00:00,2022-08-08
2565-08-08 00:00:00,2022-08-08
26/8/2565,2022-08-26
30/8/2565,2022-08-30
18/8/2565,2022-08-18
18/8/2565,2022-08-18
18/8/2565,2022-08-18
25/8/2565,2022-08-25
2565-08-23 00:00:00,2022-08-23
2565-08-22 00:00:00,2022-08-22
2565-08-10 00:00:00,2022-08-10
2565-07-21 00:00:00,2022-07-21
2565-08-15 00:00:00,2022-08-15
2565-08-15 00:00:00,2022-08-15
2565-08-16 00:00:00,2022-08-16
2565-05-09 00:00:00,2022-05-09
2565-07-26 00:00:00,2022-07-26
2565-08-23 00:00:00,2022-08-23
2565-08-17 00:00:00,2022-08-17
2565-08-12 00:00:00,2022-08-12
2565-07-26 00:00:00,2022-07-26
2565-07-26 00:00:00,2022-07-26
2565-08-01 00:00:00,2022-08-01
2565-08-03 00:00:00,2022-08-03
2565-05-24 00:00:00,2022-05-24
2565-05-25 00:00:00,2022-05-25
2565-06-01 00:00:00,2022-06-01
2565-06-22 00:00:00,2022-06-22
2565-05-25 00:00:00,2022-05-25
2565-05-31 00:00:00,2022-05-31
2565-06-15 00:00:00,2022-06-15
2565-06-09 00:00:00,2022-06-09
2565-06-17 00:00:00,2022-06-17
2565-05-27 00:00:00,2022-05-27
2565-01-10 00:00:00,2022-01-10
2565-03-21 00:00:00,2022-03-21
2565-03-18 00:00:00,2022-03-18
2565-02-24 00:00:00,2022-02-24
2565-02-17 00:00:00,2022-02-17
2565-03-10 00:00:00,2022-03-10
2565-03-01 00:00:00,2022-03-01
2565-03-08 00:00:00,2022-03-08
2565-03-02 00:00:00,2022-03-02
2565-03-30 00:00:00,2022-03-30
2565-03-30 00:00:00,2022-03-30
2565-03-30 00:00:00,2022-03-30
2565-03-28 00:00:00,2022-03-28
2565-03-17 00:00:00,2022-03-17
2565-03-25 00:00:00,2022-03-25
2565-03-10 00:00:00,2022-03-10
2565-01-13 00:00:00,2022-01-13
2565-01-12 00:00:00,2022-01-12
2565-02-04 00:00:00,2022-02-04
2565-01-07 00:00:00,2022-01-07
2565-01-03 00:00:00,2022-01-03
2565-01-20 00:00:00,2022-01-20
2565-01-05 00:00:00,2022-01-05
2565-01-21 00:00:00,2022-01-21
2565-01-25 00:00:00,2022-01-25
2565-01-05 00:00:00,2022-01-05
2565-01-26 00:00:00,2022-01-26
2565-01-26 00:00:00,2022-01-26
2565-02-10 00:00:00,2022-02-10
2565-02-07 00:00:00,2022-02-07
2565-02-03 00:00:00,2022-02-03
2565-02-14 00:00:00,2022-02-14
2565-02-02 00:00:00,2022-02-02
2565-01-28 00:00:00,2022-01-28
2565-02-21 00:00:00,2022-02-21
2565-02-08 00:00:00,2022-02-08
2565-01-13 00:00:00,2022-01-13
15/8/2565,2022-08-15
15/8/2565,2022-08-15
17/8/2565,2022-08-17
2565-08-09 00:00:00,2022-08-09
2565-06-09 00:00:00,2022-06-09
2565-05-09 00:00:00,2022-05-09
30/8/2565,2022-08-30
2565-02-09 00:00:00,2022-02-09
2565-08-09 00:00:00,2022-08-09
2565-07-09 00:00:00,2022-07-09
15/9/2565,2022-09-15
20/9/2565,2022-09-20
2565-12-09 00:00:00,2022-12-09
2565-02-09 00:00:00,2022-02-09
19/9/2565,2022-09-19
23/9/2565,2022-09-23
13/9/2565,2022-09-13
2565-12-09 00:00:00,2022-12-09
29/9/2565,2022-09-29
20/9/2565,2022-09-20
19/9/2565,2022-09-19
13/9/2565,2022-09-13
2565-12-09 00:00:00,2022-12-09
2565-06-09 00:00:00,2022-06-09
16/11/2565,2022-11-16
24/11/2565,2022-11-24
18/11/2565,2022-11-18
19/10/2565,2022-10-19
19/10/2565,2022-10-19
2565-01-12 00:00:00,2022-01-12
2565-10-11 00:00:00,2022-10-11
29/11/2565,2022-11-29
30/11/2565,2022-11-30
2565-06-12 00:00:00,2022-06-12
2565-01-12 00:00:00,2022-01-12
30/11/2565,2022-11-30
2565-02-12 00:00:00,2022-02-12
19/10/2565,2022-10-19
28/11/2565,2022-11-28
2565-07-12 00:00:00,2022-07-12
24/11/2565,2022-11-24
28/11/2565,2022-11-28
2565-02-12 00:00:00,2022-02-12
15/12/2565,2022-12-15
20/12/2565,2022-12-20
25/11/2565,2022-11-25
2565-09-12 00:00:00,2022-09-12
16/12/2565,2022-12-16
21/12/2565,2022-12-21
27/12/2565,2022-12-27
14/12/2565,2022-12-14
30/12/2565,2022-12-30
20/12/2565,2022-12-20
21/12/2565,2022-12-21
27/12/2565,2022-12-27
27/12/2565,2022-12-27
2565-03-11 00:00:00,2022-03-11
30/12/2565,2022-12-30
27/12/2565,2022-12-27
22/12/2565,2022-12-22
2565-09-09 00:00:00,2022-09-09
27/6/2565,2022-06-27
2565-12-09 00:00:00,2022-12-09
2565-12-09 00:00:00,2022-12-09
2565-07-09 00:00:00,2022-07-09
2565-05-08 00:00:00,2022-05-08
2565-03-10 00:00:00,2022-03-10
2565-03-08 00:00:00,2022-03-08
2565-03-08 00:00:00,2022-03-08
2565-07-09 00:00:00,2022-07-09
2565-12-05 00:00:00,2022-12-05
2565-01-08 00:00:00,2022-01-08
2565-01-11 00:00:00,2022-01-11
27/12/2565,2022-12-27
30/6/2565,2022-06-30
16/6/2565,2022-06-16
15/11/2564,2021-11-15
2565-07-09 00:00:00,2022-07-09
24/1/2565,2022-01-24
22/11/2565,2022-11-22
29/3/2565,2022-03-29
23/11/2565,2022-11-23
2565-01-06 00:00:00,2022-01-06
21/11/2566,2023-11-21
18/4/2565,2022-04-18
24/11/2566,2023-11-24
24/11/2566,2023-11-24
24/11/2566,2023-11-24
24/11/2566,2023-11-24
2563-07-21 00:00:00,2020-07-21
2563-12-17 00:00:00,2020-12-17
2563-02-13 00:00:00,2020-02-13
2563-05-08 00:00:00,2020-05-08
2563-12-28 00:00:00,2020-12-28
2563-07-22 00:00:00,2020-07-22
2563-01-23 00:00:00,2020-01-23
2563-02-03 00:00:00,2020-02-03
2563-11-13 00:00:00,2020-11-13
2563-05-07 00:00:00,2020-05-07
2563-07-07 00:00:00,2020-07-07
2563-04-07 00:00:00,2020-04-07
2563-11-23 00:00:00,2020-11-23
2563-05-22 00:00:00,2020-05-22
2563-09-09 00:00:00,2020-09-09
2563-12-22 00:00:00,2020-12-22
2563-10-09 00:00:00,2020-10-09
2563-10-19 00:00:00,2020-10-19
2563-08-31 00:00:00,2020-08-31
2563-06-11 00:00:00,2020-06-11
2563-12-28 00:00:00,2020-12-28
2563-11-11 00:00:00,2020-11-11
2563-02-05 00:00:00,2020-02-05
2563-02-05 00:00:00,2020-02-05
2563-10-08 00:00:00,2020-10-08
2563-01-20 00:00:00,2020-01-20
2563-02-07 00:00:00,2020-02-07
2563-09-16 00:00:00,2020-09-16
2563-11-02 00:00:00,2020-11-02
2563-08-18 00:00:00,2020-08-18
2563-04-23 00:00:00,2020-04-23
2563-04-23 00:00:00,2020-04-23
2563-02-24 00:00:00,2020-02-24
2563-05-07 00:00:00,2020-05-07
2563-05-07 00:00:00,2020-05-07
2563-03-31 00:00:00,2020-03-31
2563-10-19 00:00:00,2020-10-19
2563-11-11 00:00:00,2020-11-11
2563-03-19 00:00:00,2020-03-19
2563-02-21 00:00:00,2020-02-21
2563-04-01 00:00:00,2020-04-01
2563-03-11 00:00:00,2020-03-11
2563-12-02 00:00:00,2020-12-02
2563-02-28 00:00:00,2020-02-28
2563-03-12 00:00:00,2020-03-12
2563-11-04 00:00:00,2020-11-04
2563-09-28 00:00:00,2020-09-28
2563-11-30 00:00:00,2020-11-30
2563-11-30 00:00:00,2020-11-30
2563-12-18 00:00:00,2020-12-18
2563-08-14 00:00:00,2020-08-14
2563-03-24 00:00:00,2020-03-24
2563-06-09 00:00:00,2020-06-09
2563-12-09 00:00:00,2020-12-09
2563-11-03 00:00:00,2020-11-03
2563-03-09 00:00:00,2020-03-09
2563-07-02 00:00:00,2020-07-02
2563-10-26 00:00:00,2020-10-26
2563-12-30 00:00:00,2020-12-30
2563-06-10 00:00:00,2020-06-10
2563-05-13 00:00:00,2020-05-13
2563-12-09 00:00:00,2020-12-09
2563-05-11 00:00:00,2020-05-11
2563-02-03 00:00:00,2020-02-03
2563-04-03 00:00:00,2020-04-03
2563-10-19 00:00:00,2020-10-19
2563-01-28 00:00:00,2020-01-28
2563-09-11 00:00:00,2020-09-11
2563-01-30 00:00:00,2020-01-30
2563-04-01 00:00:00,2020-04-01
2563-12-08 00:00:00,2020-12-08
2563-03-03 00:00:00,2020-03-03
2563-10-08 00:00:00,2020-10-08
2563-04-30 00:00:00,2020-04-30
2563-07-07 00:00:00,2020-07-07
2563-09-28 00:00:00,2020-09-28
2563-10-02 00:00:00,2020-10-02
2563-08-18 00:00:00,2020-08-18
2563-11-03 00:00:00,2020-11-03
2563-11-10 00:00:00,2020-11-10
2563-03-09 00:00:00,2020-03-09
2563-11-06 00:00:00,2020-11-06
2563-10-27 00:00:00,2020-10-27
2563-03-13 00:00:00,2020-03-13
2563-03-11 00:00:00,2020-03-11
2563-10-21 00:00:00,2020-10-21
2563-08-24 00:00:00,2020-08-24
2563-10-29 00:00:00,2020-10-29
2563-06-04 00:00:00,2020-06-04
2563-07-10 00:00:00,2020-07-10
2563-11-09 00:00:00,2020-11-09
2563-09-08 00:00:00,2020-09-08
2563-07-22 00:00:00,2020-07-22
2563-11-24 00:00:00,2020-11-24
2563-02-07 00:00:00,2020-02-07
2563-02-28 00:00:00,2020-02-28
2563-12-21 00:00:00,2020-12-21
2563-08-10 00:00:00,2020-08-10
2563-12-01 00:00:00,2020-12-01
2563-06-01 00:00:00,2020-06-01
2563-08-31 00:00:00,2020-08-31
2563-08-06 00:00:00,2020-08-06
2563-10-20 00:00:00,2020-10-20
2563-04-14 00:00:00,2020-04-14
2563-06-26 00:00:00,2020-06-26
2563-12-04 00:00:00,2020-12-04
2563-04-28 00:00:00,2020-04-28
2563-04-28 00:00:00,2020-04-28
2563-04-28 00:00:00,2020-04-28
2563-09-02 00:00:00,2020-09-02
2563-09-02 00:00:00,2020-09-02
2563-07-01 00:00:00,2020-07-01
2563-05-11 00:00:00,2020-05-11
2563-04-16 00:00:00,2020-04-16
2563-07-01 00:00:00,2020-07-01
2563-04-02 00:00:00,2020-04-02
2563-10-08 00:00:00,2020-10-08
2563-04-07 00:00:00,2020-04-07
2563-09-03 00:00:00,2020-09-03
2563-08-31 00:00:00,2020-08-31
2563-12-16 00:00:00,2020-12-16
2563-06-17 00:00:00,2020-06-17
2563-01-29 00:00:00,2020-01-29
2563-11-12 00:00:00,2020-11-12
2563-06-30 00:00:00,2020-06-30
2563-10-27 00:00:00,2020-10-27
2563-10-12 00:00:00,2020-10-12
2563-08-19 00:00:00,2020-08-19
2563-04-29 00:00:00,2020-04-29
2563-08-05 00:00:00,2020-08-05
2563-08-05 00:00:00,2020-08-05
2563-02-11 00:00:00,2020-02-11
2563-04-10 00:00:00,2020-04-10
2563-12-22 00:00:00,2020-12-22
2563-12-22 00:00:00,2020-12-22
2563-03-04 00:00:00,2020-03-04
2563-08-10 00:00:00,2020-08-10
2563-01-23 00:00:00,2020-01-23
2563-12-01 00:00:00,2020-12-01
2563-01-23 00:00:00,2020-01-23
2563-07-20 00:00:00,2020-07-20
2563-10-26 00:00:00,2020-10-26
2563-10-26 00:00:00,2020-10-26
2563-10-26 00:00:00,2020-10-26
2563-06-12 00:00:00,2020-06-12
2563-12-23 00:00:00,2020-12-23
2563-08-20 00:00:00,2020-08-20
2563-04-24 00:00:00,2020-04-24
2563-11-11 00:00:00,2020-11-11
2563-07-14 00:00:00,2020-07-14
2563-09-16 00:00:00,2020-09-16
2563-04-27 00:00:00,2020-04-27
2563-10-26 00:00:00,2020-10-26
2563-04-09 00:00:00,2020-04-09
2563-11-05 00:00:00,2020-11-05
2563-10-06 00:00:00,2020-10-06
2563-08-28 00:00:00,2020-08-28
2563-03-31 00:00:00,2020-03-31
2563-11-24 00:00:00,2020-11-24
2563-12-14 00:00:00,2020-12-14
2563-04-27 00:00:00,2020-04-27
2563-02-14 00:00:00,2020-02-14
2563-02-12 00:00:00,2020-02-12
2563-09-25 00:00:00,2020-09-25
2563-05-13 00:00:00,2020-05-13
2563-02-17 00:00:00,2020-02-17
2563-01-09 00:00:00,2020-01-09
2563-02-14 00:00:00,2020-02-14
2563-08-28 00:00:00,2020-08-28
2563-06-04 00:00:00,2020-06-04
2563-05-21 00:00:00,2020-05-21
2563-02-12 00:00:00,2020-02-12
2563-05-28 00:00:00,2020-05-28
2563-10-08 00:00:00,2020-10-08
2563-02-28 00:00:00,2020-02-28
2563-05-28 00:00:00,2020-05-28
2563-03-06 00:00:00,2020-03-06
2563-09-09 00:00:00,2020-09-09
2563-02-24 00:00:00,2020-02-24
2563-09-08 00:00:00,2020-09-08
2563-02-28 00:00:00,2020-02-28
2563-11-05 00:00:00,2020-11-05
2563-02-17 00:00:00,2020-02-17
2563-09-23 00:00:00,2020-09-23
2563-12-17 00:00:00,2020-12-17
2563-02-17 00:00:00,2020-02-17
2563-05-05 00:00:00,2020-05-05
2563-01-27 00:00:00,2020-01-27
2563-10-20 00:00:00,2020-10-20
2563-02-27 00:00:00,2020-02-27
2563-02-28 00:00:00,2020-02-28
2563-03-20 00:00:00,2020-03-20
2563-09-12 00:00:00,2020-09-12
2563-02-26 00:00:00,2020-02-26
2563-10-19 00:00:00,2020-10-19
2563-12-21 00:00:00,2020-12-21
2563-06-10 00:00:00,2020-06-10
2563-09-09 00:00:00,2020-09-09
2563-08-24 00:00:00,2020-08-24
2563-07-20 00:00:00,2020-07-20
2563-03-12 00:00:00,2020-03-12
2563-02-19 00:00:00,2020-02-19
2563-07-14 00:00:00,2020-07-14
2563-12-15 00:00:00,2020-12-15
2563-03-20 00:00:00,2020-03-20
2563-07-02 00:00:00,2020-07-02
13/072563,2020-07-13
2563-03-10 00:00:00,2020-03-10
2563-12-16 00:00:00,2020-12-16
2563-08-04 00:00:00,2020-08-04
2563-09-02 00:00:00,2020-09-02
2563-11-25 00:00:00,2020-11-25
2563-11-23 00:00:00,2020-11-23
2563-12-25 00:00:00,2020-12-25
2563-12-28 00:00:00,2020-12-28
2563-10-12 00:00:00,2020-10-12
2563-06-23 00:00:00,2020-06-23
2563-11-27 00:00:00,2020-11-27
2563-01-06 00:00:00,2020-01-06
2563-06-25 00:00:00,2020-06-25
2563-05-15 00:00:00,2020-05-15
2563-06-17 00:00:00,2020-06-17
2563-03-11 00:00:00,2020-03-11
2563-02-24 00:00:00,2020-02-24
2563-01-03 00:00:00,2020-01-03
2563-05-28 00:00:00,2020-05-28
2563-04-23 00:00:00,2020-04-23
2563-06-05 00:00:00,2020-06-05
2563-04-22 00:00:00,2020-04-22
2563-11-06 00:00:00,2020-11-06
2563-02-26 00:00:00,2020-02-26
2563-04-02 00:00:00,2020-04-02
2563-04-08 00:00:00,2020-04-08
2563-02-25 00:00:00,2020-02-25
2563-08-31 00:00:00,2020-08-31
2563-05-08 00:00:00,2020-05-08
2563-05-08 00:00:00,2020-05-08
2563-08-04 00:00:00,2020-08-04
2563-01-02 00:00:00,2020-01-02
2563-09-01 00:00:00,2020-09-01
2563-08-24 00:00:00,2020-08-24
2563-03-23 00:00:00,2020-03-23
2563-07-21 00:00:00,2020-07-21
2563-09-01 00:00:00,2020-09-01
2563-09-22 00:00:00,2020-09-22
2563-09-17 00:00:00,2020-09-17
2563-05-28 00:00:00,2020-05-28
2563-11-12 00:00:00,2020-11-12
2563-12-04 00:00:00,2020-12-04
2563-08-14 00:00:00,2020-08-14
2563-12-03 00:00:00,2020-12-03
2563-10-28 00:00:00,2020-10-28
2563-02-27 00:00:00,2020-02-27
2563-04-24 00:00:00,2020-04-24
2563-12-15 00:00:00,2020-12-15
2563-05-14 00:00:00,2020-05-14
2563-10-08 00:00:00,2020-10-08
2563-04-16 00:00:00,2020-04-16
2563-04-16 00:00:00,2020-04-16
2563-03-05 00:00:00,2020-03-05
2563-06-29 00:00:00,2020-06-29
2563-11-03 00:00:00,2020-11-03
2563-10-17 00:00:00,2020-10-17
2563-11-16 00:00:00,2020-11-16
2563-09-14 00:00:00,2020-09-14
2563-01-22 00:00:00,2020-01-22
2563-01-22 00:00:00,2020-01-22
2563-04-15 00:00:00,2020-04-15
2563-07-15 00:00:00,2020-07-15
2563-10-26 00:00:00,2020-10-26
2563-02-28 00:00:00,2020-02-28
2563-03-09 00:00:00,2020-03-09
2563-05-20 00:00:00,2020-05-20
2563-02-13 00:00:00,2020-02-13
2563-05-12 00:00:00,2020-05-12
2563-03-02 00:00:00,2020-03-02
2563-03-17 00:00:00,2020-03-17
2563-10-28 00:00:00,2020-10-28
2563-07-07 00:00:00,2020-07-07
2563-05-05 00:00:00,2020-05-05
2563-03-11 00:00:00,2020-03-11
2563-05-28 00:00:00,2020-05-28
2563-03-12 00:00:00,2020-03-12
2563-05-15 00:00:00,2020-05-15
2563-05-12 00:00:00,2020-05-12
2563-09-08 00:00:00,2020-09-08
2563-09-23 00:00:00,2020-09-23
2563-05-29 00:00:00,2020-05-29
2563-07-29 00:00:00,2020-07-29
2563-01-21 00:00:00,2020-01-21
2563-08-10 00:00:00,2020-08-10
2563-05-28 00:00:00,2020-05-28
2563-05-12 00:00:00,2020-05-12
2563-05-12 00:00:00,2020-05-12
2563-03-02 00:00:00,2020-03-02
2563-12-17 00:00:00,2020-12-17
2563-08-10 00:00:00,2020-08-10
2563-10-12 00:00:00,2020-10-12
2563-06-10 00:00:00,2020-06-10
2563-08-18 00:00:00,2020-08-18
2563-01-22 00:00:00,2020-01-22
2563-12-25 00:00:00,2020-12-25
2563-01-10 00:00:00,2020-01-10
2563-07-20 00:00:00,2020-07-20
2563-03-27 00:00:00,2020-03-27
2563-01-30 00:00:00,2020-01-30
2563-06-11 00:00:00,2020-06-11
2563-10-26 00:00:00,2020-10-26
2563-05-29 00:00:00,2020-05-29
2563-07-14 00:00:00,2020-07-14
2563-02-25 00:00:00,2020-02-25
2563-06-17 00:00:00,2020-06-17
2563-05-28 00:00:00,2020-05-28
2563-10-14 00:00:00,2020-10-14
2563-12-25 00:00:00,2020-12-25
2563-10-26 00:00:00,2020-10-26
2563-03-30 00:00:00,2020-03-30
2563-04-20 00:00:00,2020-04-20
2563-05-21 00:00:00,2020-05-21
2563-10-27 00:00:00,2020-10-27
2563-08-28 00:00:00,2020-08-28
2563-02-04 00:00:00,2020-02-04
2563-07-17 00:00:00,2020-07-17
2563-10-01 00:00:00,2020-10-01
2563-11-18 00:00:00,2020-11-18
2563-02-07 00:00:00,2020-02-07
2563-08-20 00:00:00,2020-08-20
2563-07-29 00:00:00,2020-07-29
